,choice,dValue,absDValue,sumValue,zConf,zRT,zAbsDValue,zSumValue,rValue,lValue,Part,choValue,unchoValue,zChoValue,zUnchoValue
97,1,2.7852424952911656,2.7852424952911656,-0.3481553119113958,0.811258007867863,-0.46379558531206316,1.9591431272189759,-0.26102580274174064,1.2185435916898848,-1.5666989036012806,0,1.2185435916898848,-1.5666989036012806,0.8928707382357521,-1.2052847062843812
99,1,2.088931871468374,2.088931871468374,-0.3481553119113956,0.5241818768428803,-0.4073205023318775,1.0549232223486893,-0.2610258027417405,0.8703882797784892,-1.2185435916898848,0,0.8703882797784892,-1.2185435916898848,0.48702040267404667,-0.8286332355705119
100,0,-1.044465935734187,1.044465935734187,-1.3926212476455826,0.2371057458178977,0.6932195762563558,-0.30140663495674025,-1.0441032109669621,-1.2185435916898848,-0.17407765595569785,0,-0.17407765595569785,-1.2185435916898848,-0.7305306040110702,-0.8286332355705119
102,1,-0.3481553119113958,0.3481553119113958,-2.7852424952911656,-1.485351040331998,1.5171765561467567,-1.2056265398270263,-2.0882064219339243,-1.5666989036012806,-1.2185435916898848,0,-1.5666989036012806,-1.2185435916898848,-2.3539319462578927,-0.8286332355705119
106,1,0.6963106238227914,0.6963106238227914,-2.43708718337977,0.5241818768428803,-0.44931479480432324,-0.7535165873918833,-1.827180619192184,-0.8703882797784892,-1.5666989036012806,0,-0.8703882797784892,-1.5666989036012806,-1.5422312751344815,-1.2052847062843812
109,1,0.6963106238227914,0.6963106238227914,-1.044465935734187,0.811258007867863,-0.45221095290587127,-0.7535165873918833,-0.7830774082252215,-0.17407765595569785,-0.8703882797784892,0,-0.17407765595569785,-0.8703882797784892,-0.7305306040110702,-0.45198176485664293
111,1,-0.3481553119113956,0.3481553119113956,2.088931871468374,-1.1982749093070153,0.2624160586510934,-1.2056265398270267,1.566154816450443,0.8703882797784892,1.2185435916898848,0,0.8703882797784892,1.2185435916898848,0.48702040267404667,1.8079270594265713
114,0,-0.3481553119113958,0.3481553119113958,2.7852424952911656,-2.0595033023819633,0.7352138687288015,-1.2056265398270263,2.0882064219339243,1.2185435916898848,1.5666989036012806,0,1.5666989036012806,1.2185435916898848,1.298721073797458,1.8079270594265713
115,0,-2.4370871833797696,2.4370871833797696,0.0,0.2371057458178977,-0.43266188572042236,1.5070331747838324,-5.086755041362859e-18,-1.2185435916898848,1.2185435916898848,0,1.2185435916898848,-1.2185435916898848,0.8928707382357521,-0.8286332355705119
116,1,1.3926212476455826,1.3926212476455826,-1.044465935734187,0.2371057458178977,-0.15245858939565507,0.15070331747840285,-0.7830774082252215,0.17407765595569785,-1.2185435916898848,0,0.17407765595569785,-1.2185435916898848,-0.32468026844936454,-0.8286332355705119
118,1,2.088931871468374,2.088931871468374,-1.0444659357341872,0.811258007867863,-0.18938460519039185,1.0549232223486893,-0.7830774082252218,0.5222329678670935,-1.5666989036012806,0,0.5222329678670935,-1.5666989036012806,0.08117006711234104,-1.2052847062843812
120,1,0.6963106238227913,0.6963106238227913,1.7407765595569784,-1.485351040331998,0.05751287296657364,-0.7535165873918834,1.3051290137087026,1.2185435916898848,0.5222329678670935,0,1.2185435916898848,0.5222329678670935,0.8928707382357521,1.0546241179988334
121,0,-3.1333978072025612,3.1333978072025612,0.0,0.5241818768428803,-0.37256660511330175,2.411253079654119,-5.086755041362859e-18,-1.5666989036012806,1.5666989036012806,0,1.5666989036012806,-1.5666989036012806,1.298721073797458,-1.2052847062843812
122,1,2.088931871468374,2.088931871468374,0.3481553119113956,0.2371057458178977,-0.4572792295835802,1.0549232223486893,0.2610258027417405,1.2185435916898848,-0.8703882797784892,0,1.2185435916898848,-0.8703882797784892,0.8928707382357521,-0.45198176485664293
124,1,-0.3481553119113957,0.3481553119113957,1.3926212476455828,0.5241818768428803,-0.10829217834704834,-1.2056265398270265,1.0441032109669621,0.5222329678670935,0.8703882797784892,0,0.5222329678670935,0.8703882797784892,0.08117006711234104,1.4312755887127024
125,0,-0.3481553119113957,0.3481553119113957,0.0,-1.1982749093070153,3.8174501283012416,-1.2056265398270265,-5.086755041362859e-18,-0.17407765595569785,0.17407765595569785,0,0.17407765595569785,-0.17407765595569785,-0.32468026844936454,0.3013211765710952
126,0,-1.7407765595569784,1.7407765595569784,-1.3926212476455828,-0.04997038520708491,-0.2972664944730542,0.6028132699135462,-1.0441032109669621,-1.5666989036012806,0.17407765595569785,0,0.17407765595569785,-1.5666989036012806,-0.32468026844936454,-1.2052847062843812
127,1,2.7852424952911656,2.7852424952911656,0.3481553119113958,0.5241818768428803,-0.4442465181266143,1.9591431272189759,0.26102580274174064,1.5666989036012806,-1.2185435916898848,0,1.5666989036012806,-1.2185435916898848,1.298721073797458,-0.8286332355705119
134,1,0.6963106238227914,0.6963106238227914,0.34815531191139565,0.5241818768428803,-0.2943703363715062,-0.7535165873918833,0.26102580274174053,0.5222329678670935,-0.17407765595569785,0,0.5222329678670935,-0.17407765595569785,0.08117006711234104,0.3013211765710952
135,0,-0.3481553119113956,0.3481553119113956,-2.088931871468374,-2.0595033023819633,1.0632037737291107,-1.2056265398270267,-1.566154816450443,-1.2185435916898848,-0.8703882797784892,0,-0.8703882797784892,-1.2185435916898848,-1.5422312751344815,-0.8286332355705119
136,0,-1.044465935734187,1.044465935734187,0.0,0.5241818768428803,-0.36822236796097974,-0.30140663495674025,-5.086755041362859e-18,-0.5222329678670935,0.5222329678670935,0,0.5222329678670935,-0.5222329678670935,0.08117006711234104,-0.07533029414277385
