,choice,dValue,absDValue,sumValue,zConf,zRT,zAbsDValue,zSumValue,rValue,lValue,Part,choValue,unchoValue,zChoValue,zUnchoValue
5168,0,0.6963106238227913,0.6963106238227913,1.7407765595569784,-0.10686786263398791,-0.24597176963431994,-0.7536998481231999,1.3056038499393128,1.2185435916898848,0.5222329678670935,34,0.5222329678670935,1.2185435916898848,1.1269061994760619,0.8503904055243738
5169,1,-1.0444659357341872,1.0444659357341872,2.088931871468374,-0.10686786263398791,4.541499779686265,-0.3014839283842937,1.5666504141087076,0.5222329678670935,1.5666989036012806,34,0.5222329678670935,1.5666989036012806,1.1269061994760619,1.2490109081139242
5171,1,0.6963106238227914,0.6963106238227914,-1.044465935734187,-0.4915921681163315,0.8860461034560155,-0.7536998481231998,-0.7827686634158495,-0.17407765595569785,-0.8703882797784892,34,-0.17407765595569785,-0.8703882797784892,0.34069257193462327,-1.5413326100129277
5175,1,-0.3481553119113956,0.3481553119113956,-2.088931871468374,0.6625807483306992,-0.6584277988990164,-1.205915767862106,-1.5659083559240354,-1.2185435916898848,-0.8703882797784892,34,-1.2185435916898848,-0.8703882797784892,-0.8386278693775344,-1.5413326100129277
5176,0,2.7852424952911656,2.7852424952911656,0.3481553119113958,2.586202275742417,-0.5530775841952627,1.9595956703102357,0.2614175932617316,1.5666989036012806,-1.2185435916898848,34,-1.2185435916898848,1.5666989036012806,-0.8386278693775344,1.2490109081139242
5180,1,-1.044465935734187,1.044465935734187,0.0,0.27785644284835564,-0.2658491686350282,-0.301483928384294,0.0003710290923362189,-0.5222329678670935,0.5222329678670935,34,-0.5222329678670935,0.5222329678670935,-0.05241424183609593,0.0531494003452734
5182,1,-1.044465935734187,1.044465935734187,1.3926212476455826,-0.10686786263398791,-0.6474952294486268,-0.301483928384294,1.0445572857699172,0.17407765595569785,1.2185435916898848,34,0.17407765595569785,1.2185435916898848,0.7337993857053425,0.8503904055243738
5183,0,1.3926212476455826,1.3926212476455826,-1.044465935734187,-2.0304893900457057,0.5252713115931607,0.1507319913546118,-0.7827686634158495,0.17407765595569785,-1.2185435916898848,34,-1.2185435916898848,0.17407765595569785,-0.8386278693775344,-0.34547110224427685
5184,1,0.6963106238227913,0.6963106238227913,-1.7407765595569784,1.4320293592953863,-0.3364139350875425,-0.7536998481231999,-1.3048617917546401,-0.5222329678670935,-1.2185435916898848,34,-0.5222329678670935,-1.2185435916898848,-0.05241424183609593,-1.9399531126024778
5188,1,0.6963106238227914,0.6963106238227914,-0.34815531191139565,-0.10686786263398791,-0.3433710247377904,-0.7536998481231998,-0.26067553507705904,0.17407765595569785,-0.5222329678670935,34,0.17407765595569785,-0.5222329678670935,0.7337993857053425,-1.1427121074233775
5191,1,-0.3481553119113958,0.3481553119113958,-2.7852424952911656,0.27785644284835564,0.06014017497658728,-1.2059157678621055,-2.088001484262826,-1.5666989036012806,-1.2185435916898848,34,-1.5666989036012806,-1.2185435916898848,-1.2317346831482539,-1.9399531126024778
5193,1,-0.34815531191139565,0.34815531191139565,-0.6963106238227914,-0.10686786263398791,0.4576881549907525,-1.205915767862106,-0.5217220992464544,-0.5222329678670935,-0.17407765595569785,34,-0.5222329678670935,-0.17407765595569785,-0.05241424183609593,-0.7440916048338271
5197,0,0.6963106238227914,0.6963106238227914,0.34815531191139565,-0.876316473598675,0.16151490988019943,-0.7536998481231998,0.2614175932617315,0.5222329678670935,-0.17407765595569785,34,-0.17407765595569785,0.5222329678670935,0.34069257193462327,0.0531494003452734
5199,1,0.6963106238227914,0.6963106238227914,1.044465935734187,-0.4915921681163315,0.0005079779744624968,-0.7536998481231998,0.783510721600522,0.8703882797784892,0.17407765595569785,34,0.8703882797784892,0.17407765595569785,1.520013013246781,-0.34547110224427685
5200,0,2.088931871468374,2.088931871468374,0.3481553119113956,-1.2610407790810185,-0.34237715478775504,1.0551638308324236,0.2614175932617314,1.2185435916898848,-0.8703882797784892,34,-0.8703882797784892,1.2185435916898848,-0.4455210556068152,0.8503904055243738
5201,1,0.6963106238227914,0.6963106238227914,2.43708718337977,-0.4915921681163315,0.6942292030991808,-0.7536998481231998,1.8276969782781032,1.5666989036012806,0.8703882797784892,34,1.5666989036012806,0.8703882797784892,2.3062266407882195,0.4517699029348237
5202,1,-2.4370871833797696,2.4370871833797696,0.0,1.0473050538130428,-0.8681343583564886,1.5073797505713296,0.0003710290923362189,-1.2185435916898848,1.2185435916898848,34,-1.2185435916898848,1.2185435916898848,-0.8386278693775344,0.8503904055243738
5203,1,-0.3481553119113957,0.3481553119113957,1.3926212476455828,-0.10686786263398791,0.9108928522069009,-1.2059157678621057,1.0445572857699175,0.5222329678670935,0.8703882797784892,34,0.5222329678670935,0.8703882797784892,1.1269061994760619,0.4517699029348237
5207,1,-1.7407765595569784,1.7407765595569784,-0.6963106238227913,0.6625807483306992,-0.03030199047663531,0.6029479110935179,-0.5217220992464543,-1.2185435916898848,0.5222329678670935,34,-1.2185435916898848,0.5222329678670935,-0.8386278693775344,0.0531494003452734
5208,0,2.088931871468374,2.088931871468374,-1.0444659357341872,1.8167536647777298,-0.7468822244521681,1.0551638308324236,-0.7827686634158497,0.5222329678670935,-1.5666989036012806,34,-1.5666989036012806,0.5222329678670935,-1.2317346831482539,0.0531494003452734
5209,1,-0.3481553119113957,0.3481553119113957,-1.3926212476455828,-0.10686786263398791,1.755682309737002,-1.2059157678621057,-1.0438152275852448,-0.8703882797784892,-0.5222329678670935,34,-0.8703882797784892,-0.5222329678670935,-0.4455210556068152,-1.1427121074233775
5212,1,0.6963106238227914,0.6963106238227914,-2.43708718337977,-0.10686786263398791,0.9138744620570072,-0.7536998481231998,-1.826954920093431,-0.8703882797784892,-1.5666989036012806,34,-0.8703882797784892,-1.5666989036012806,-0.4455210556068152,-2.338573615192028
5214,1,-1.7407765595569784,1.7407765595569784,0.0,0.27785644284835564,-0.931742035158755,0.6029479110935179,0.0003710290923362189,-0.8703882797784892,0.8703882797784892,34,-0.8703882797784892,0.8703882797784892,-0.4455210556068152,0.4517699029348237
5215,1,1.3926212476455828,1.3926212476455828,-0.3481553119113957,-0.876316473598675,-0.31355492623672804,0.15073199135461207,-0.26067553507705904,0.5222329678670935,-0.8703882797784892,34,0.5222329678670935,-0.8703882797784892,1.1269061994760619,-1.5413326100129277
5309,1,-0.3481553119113957,0.3481553119113957,0.0,-1.7433467008857877,-0.020244689475722544,-1.2059157678621057,0.0003710290923362189,-0.17407765595569785,0.17407765595569785,35,-0.17407765595569785,0.17407765595569785,0.48269204706723423,-0.45323633099495847
