,pVal,betasH,betasL,betasH_error,betasL_error
64,0.0,-0.042911034819456274,0.015649827906294753,0.015254378872645257,0.02311258126592582
65,0.02,-0.04532089439737951,0.01763342130896461,0.015232976581168695,0.024310781248089764
66,0.02,-0.04238663928833379,0.01718132794852313,0.015012636328449014,0.02428265295882814
67,0.0,-0.04280741941456298,0.01687727941825592,0.014927550281224585,0.02355115819775381
68,0.0,-0.043647419922860614,0.016954021005877923,0.015018044949054288,0.023643873018657575
69,0.02,-0.04512992651693608,0.014790969324162413,0.014732927173252105,0.023676072397856948
70,0.0,-0.044556765031440654,0.013646722497232974,0.01452355711804733,0.022586853033928295
71,0.02,-0.0440742186452205,0.017449801661467694,0.015229221403299461,0.02395613105479629
72,0.0,-0.04493254481569305,0.01897665038199513,0.014869887724351605,0.022210574726994857
73,0.0,-0.044520464455971784,0.018899549855364968,0.014663156326361355,0.02218704726985056
74,0.0,-0.04551273439150796,0.016779180243812364,0.01511567989360302,0.0224997871937637
75,0.0,-0.04513002755069692,0.018804071481617248,0.015154985115428132,0.021226600945863688
76,0.0,-0.04592005725983126,0.020906139872015363,0.01558867427288214,0.022224094445468533
77,0.0,-0.048774120917330646,0.01940960240354391,0.01603777056113542,0.021964132786052117
78,0.0,-0.04735648936505461,0.022213696467891605,0.016239889938013324,0.02188126850126142
79,0.0,-0.045969910778453554,0.024672458152191712,0.016203445849136914,0.02184421553213803
80,0.0,-0.04573834570965926,0.02307031544081605,0.016726381164194063,0.021153703147795182
81,0.0,-0.049184538004165404,0.0226018688849416,0.016372686911000186,0.02078160627060873
82,0.0,-0.05493717634371198,0.024746981798069893,0.01656434026453875,0.02022297324673242
83,0.0,-0.051815869694090404,0.02594068447622597,0.016497350319549627,0.02077863682034772
84,0.0,-0.04640249693464117,0.02063466166474804,0.016854763447379358,0.020754297600276365
85,0.0,-0.04149315811667008,0.024404646430444685,0.01682749118226012,0.020571199412869407
86,0.0,-0.045754001480139986,0.02611747691579759,0.017378041789177512,0.01980137927427681
87,0.0,-0.04587931441964903,0.025329254559255644,0.018060086551478616,0.019463312556437202
88,0.0,-0.04831449630806075,0.027534184293579338,0.01775849991686565,0.018147943822244696
89,0.0,-0.04782661377428318,0.03556805952140361,0.0173844404530727,0.019590985900175585
90,0.02,-0.04306980036527651,0.037038708908886844,0.01858873349497024,0.019589248928007025
91,0.0,-0.04595103313477663,0.040239999295748716,0.01693312789172045,0.0193520600816238
92,0.0,-0.04435449576228166,0.04008042781375282,0.017050785379697793,0.019306880343439407
93,0.0,-0.04205085635591974,0.042464038590215816,0.01841331509082126,0.019231353366840977
94,0.0,-0.04403625748891636,0.04147420512954912,0.017978823064714204,0.019418628571644045
95,0.0,-0.050155680595844486,0.0438584167481032,0.017594596978881674,0.019143276401332142
96,0.0,-0.04586391918330646,0.043097307029606555,0.017177534220382283,0.018849451649634648
97,0.0,-0.04852588783619805,0.04267145272837987,0.016500093193735844,0.018960158265061942
98,0.0,-0.0471086679641892,0.04031624633993645,0.017632562160500135,0.01887452279211667
99,0.0,-0.04946301326650659,0.04018515584285499,0.01791285236768055,0.017048081091290038
100,0.0,-0.049447599297241185,0.03882382782794494,0.01807700516135371,0.01684279732773978
101,0.0,-0.05095081630920262,0.041553231261224496,0.017431720769230725,0.016382134056290267
102,0.0,-0.05452666217649216,0.041984300546764136,0.017321740380353164,0.01617467582257351
103,0.0,-0.05618947120152977,0.04369109130879459,0.016690941044628208,0.016280234147695714
104,0.0,-0.057859982419178,0.04232082259523066,0.016774977826634604,0.0159933757868582
105,0.0,-0.059440662748899475,0.04643553422184942,0.01716542084003044,0.015942514927346836
106,0.0,-0.06253390735686719,0.044729831922025926,0.017667134792151123,0.015697192436007614
107,0.0,-0.05852585887713735,0.04299866081571088,0.016684859190695855,0.015096860665356485
108,0.0,-0.05826942320397138,0.044769943073008196,0.01693830937902019,0.015100964248692738
109,0.0,-0.05707275921621563,0.04480272232773476,0.016812555964896617,0.014485173934726758
110,0.0,-0.0580829481476271,0.04429366317743276,0.016210463315175325,0.014248380426856723
111,0.0,-0.05681627800031317,0.04347321187063711,0.01604201338874863,0.01402856690807893
112,0.0,-0.053017019407863394,0.04272394429610896,0.016491502759507965,0.01435483413828669
113,0.0,-0.050221953938086386,0.04435010551838641,0.016379568349191787,0.014286134638207746
114,0.0,-0.048414128138862485,0.04309261216669792,0.01600487291365222,0.014685005941905045
115,0.0,-0.05302382248571688,0.041751176167220266,0.01632607342572851,0.015217004219908752
116,0.0,-0.05459607225672716,0.04182787238430075,0.01576149388692991,0.015525143261184982
117,0.0,-0.06128398164778693,0.04172880294997088,0.01606153699209783,0.01603177056516473
118,0.0,-0.055359785634200284,0.048810904212997025,0.015615698698817775,0.01627897883088681
119,0.0,-0.055396221457377263,0.042852488221872334,0.016147706137225215,0.016018823170124537
120,0.0,-0.05587808744624731,0.03991570625867456,0.015523789826037726,0.015745836805215324
121,0.0,-0.05770644945941246,0.037578886632329146,0.015441931841579645,0.014612813268516092
122,0.0,-0.06169230373651167,0.037068307758705656,0.01591237858711287,0.01468019729977056
123,0.0,-0.059740916043299494,0.03638950984687224,0.016445527384994343,0.014723081396565677
124,0.0,-0.05908545585870503,0.030129871257717836,0.016725516869765377,0.015003334676445828
125,0.0,-0.05834908269292846,0.036106265824358386,0.01650054771800416,0.014218682224787216
126,0.0,-0.06067950080945237,0.042001576058854434,0.016563608677594124,0.014392834263886132
127,0.0,-0.056623614007798806,0.03635225637235636,0.01580130696550972,0.014377944272254337
128,0.0,-0.055481569933741814,0.031198168067788298,0.0163905091842596,0.014573278003448072
129,0.0,-0.05286211326322091,0.031239108941333513,0.016409019858127084,0.014019082368841218
130,0.0,-0.050779872826306,0.034212187745072675,0.01618508423845846,0.014068289505405781
131,0.0,-0.05139073671443237,0.03162799646614766,0.015830343856590857,0.013468102830523547
132,0.0,-0.05482922927520196,0.025642598161468473,0.0159704300463652,0.013650232040971313
133,0.0,-0.05572803113753869,0.02554224451050961,0.016937367091033554,0.013415439303163128
134,0.0,-0.05562434642201328,0.021878940482964453,0.01709809734304174,0.015047406056152773
135,0.0,-0.05088150059994662,0.024338512473431724,0.017594356382857855,0.015143690359111115
136,0.0,-0.054120979752365315,0.02165436268642086,0.017218719046434818,0.01498014178401918
137,0.0,-0.05037542455777494,0.021285369762703704,0.01675329890285791,0.014591931001298174
138,0.0,-0.04908007754121438,0.020917650973509186,0.01691122008774959,0.015416270583146015
139,0.0,-0.05019907358259443,0.024892673215302343,0.01748834961784371,0.014203788404659691
140,0.0,-0.05035017437759016,0.02562813213305103,0.019249533254362093,0.014245610841239978
141,0.0,-0.044615551593348415,0.022379153420587466,0.017999505658382806,0.014973476911716452
142,0.0,-0.044419317328907366,0.018086073507858326,0.01894393470534314,0.015376350960688005
143,0.02,-0.04190260733267921,0.015306975258491486,0.01952497300120055,0.015735829322438565
144,0.02,-0.04285679205192414,0.018046513857808814,0.01885080588749401,0.01594603082326622
145,0.0,-0.041549130398195154,0.01579385216353428,0.01884760129932157,0.01631045420033313
146,0.04,-0.036764463824955115,0.015628676395941368,0.01893758235998602,0.015839716327458092
147,0.08,-0.03304593282777326,0.013118857240163003,0.018282827336059605,0.015919325155054953
148,0.02,-0.030256188718732178,0.017038101352958714,0.019321057976682352,0.015979458686464727
149,0.04,-0.02901052768530471,0.019059304241181206,0.01784541115811083,0.016233248557922197
150,0.02,-0.028671744325642574,0.017740938939062697,0.017993420232425787,0.01775121132139488
151,0.04,-0.0243731082582679,0.017729365610357137,0.01866706416982658,0.016951307054733706
152,0.14,-0.020547016559824716,0.01632727886392455,0.018728790582571157,0.01672657656424118
153,0.04,-0.017378598199661303,0.022547566698124674,0.018416706292105175,0.016822472192107547
154,0.18,-0.0161368878030018,0.020971308287414833,0.0182498179152574,0.017681980877408028
155,0.2,-0.01699626436392534,0.017460851314709577,0.017987379949940104,0.017503577675908013
156,0.06,-0.01674814190364793,0.019311106571134738,0.018104488643172576,0.018375903879480713
157,0.02,-0.017438790204829253,0.018094780785223766,0.01758499496160002,0.01855679059023934
158,0.24,-0.012559754818884829,0.016968295949742293,0.01764257237757786,0.01807349125344669
159,0.14,-0.012557898914697852,0.017305725135130505,0.017986784444674463,0.018192480837261663
160,0.18,-0.012973709844767258,0.019898204468949368,0.01806505244216239,0.01804810401703094
161,0.18,-0.014290031923811591,0.02022191248926314,0.017855375575291817,0.017238875734952325
162,0.18,-0.011880637673327185,0.023701861012455576,0.017625131462777062,0.018906121352570228
163,0.12,-0.013144764578013508,0.01996539622182647,0.017563874796201848,0.01944646819544657
164,0.04,-0.014458067568414078,0.018756231876710328,0.017023882786789808,0.020144309984531903
165,0.1,-0.015431342258841796,0.01698577576420446,0.017648401228218598,0.019729554558302265
166,0.18,-0.012088503499585302,0.015848400218283536,0.01789892537745519,0.01939483627179889
167,0.08,-0.012699799230968785,0.018696400940143496,0.0179477013724924,0.018796883219145927
168,0.14,-0.010931692084856545,0.020977198192818878,0.018411284903248764,0.019521072875593057
169,0.22,-0.00897831576759475,0.020192536052456234,0.01904325133688985,0.01859547548165903
170,0.2,-0.010432831479346042,0.017622341678819972,0.019547239344566848,0.018138409724442302
171,0.18,-0.013396805156486943,0.01905125150192579,0.01981437747466625,0.018060081445974978
172,0.28,-0.01443480828828729,0.0185794596843987,0.02019911345406428,0.017589913774657313
173,0.16,-0.01652286242206075,0.015045240324995128,0.020442599059126463,0.017372699408323745
174,0.14,-0.01778519105689371,0.015660176843394196,0.02103481985136906,0.017775579770378733
175,0.22,-0.023824626978836298,0.011627036817465158,0.021916565946798285,0.018030662744215442
176,0.1,-0.028018034758062173,0.008291878352958297,0.022075886714626552,0.017437023738902997
177,0.1,-0.026627869755840815,0.010296009700845078,0.021452281597332555,0.01639767978609885
178,0.22,-0.025747403075491344,0.007656600452613064,0.021000593503967865,0.017197980947342168
179,0.24,-0.02212864308829309,0.0055512444327488735,0.021209276201512372,0.01637844922274858
180,0.24,-0.02349765688077174,0.005696911081631761,0.020983504622294126,0.016544354795007023
181,0.34,-0.016267922780515143,0.006215778160852396,0.02066547255171935,0.016492962909588474
182,0.42,-0.017340836051757118,0.0019345508322164227,0.020242171376993072,0.016290888226335686
183,0.32,-0.016260772614443933,0.003791430541531743,0.01994344942484981,0.0160712462283766
184,0.42,-0.01578086994804198,0.0017730030828767389,0.01923445752976801,0.016048809657547663
185,0.44,-0.014677295895152865,0.0010916222874548694,0.018946418396205294,0.016136316208827054
186,0.4,-0.016053073472531664,-0.0006929388661481026,0.020080377256400397,0.015874952672437735
187,0.4,-0.023474146491211566,-0.0018108380999956944,0.02043580231470059,0.015829279854191945
188,0.28,-0.022407543232568994,0.00022937798299782486,0.021021108988707595,0.015316696220577464
189,0.36,-0.0185135547547176,0.001052676816479429,0.0213252749661281,0.01602818280640344
190,0.46,-0.01854368602108082,0.0013730178749195056,0.0212573601395576,0.015738227159401163
191,0.46,-0.017046497083203122,0.002516310634832767,0.020884325360738053,0.01625164473191866
192,0.32,-0.01975227956305816,0.0036515796183499653,0.021035453358860548,0.016366841219631233
193,0.34,-0.01875224798103615,-0.0010089093205833477,0.020780788276954926,0.015948707173760988
194,0.8,-0.016912469149375043,-0.006301452967595601,0.021033174802791453,0.015628771421498187
195,0.5,-0.018848386460621157,-0.006391874089584904,0.021162215981015392,0.015505908003464271
196,0.48,-0.021525011629017318,-0.003259479853121945,0.02144729320319942,0.015150602759835286
197,0.48,-0.022970637532188976,-0.004442493951260544,0.02175901988595356,0.015154648490444355
198,0.44,-0.024364400199941367,-0.004164473087146086,0.022104248830825936,0.015275938355321208
199,0.34,-0.023868565553489426,-0.003150442598023595,0.022984400554735974,0.015585876554923403
200,0.64,-0.018220968518044015,-0.006227115524620045,0.02195623412067645,0.015154010168389211
201,0.62,-0.019358840045415236,-0.010360197589761245,0.021384311157353262,0.015091373623240175
202,0.72,-0.01727138364925403,-0.006958336798346184,0.02192505367071427,0.015252364440209809
203,0.38,-0.015604461348860208,0.0028311430052506336,0.022246675110800765,0.01587151150770567
204,0.72,-0.008672342642143092,0.0007116432828202911,0.021076296549595596,0.016199929549100375
205,0.68,-0.00679834090187717,0.0031763710378706713,0.021185394336567173,0.017165218132369067
206,0.64,-0.009864367287768221,-3.7397243549786886e-05,0.02158487415219296,0.016961656554678458
207,0.86,-0.005770617150515602,-0.0031448254882132333,0.021360712427088237,0.01743824758783974
208,0.5,-0.011146510256077331,0.0023508475153890727,0.021497500294531804,0.017568628460992785
209,0.48,-0.011893958630784183,0.0024560527443419204,0.021681270214420317,0.017531084876307876
210,0.68,-0.010805537410929832,0.0008708390705321582,0.0219141416875599,0.01789941793116702
211,0.48,-0.011176680960543958,0.00492940079156987,0.021810757710375706,0.019248573240008178
212,0.3,-0.017163188524029437,0.011715014979437773,0.020762258977152604,0.02072843994786501
213,0.14,-0.015452187752173123,0.013111790221431347,0.020268273637768085,0.01912421468996236
214,0.26,-0.014070959100944228,0.012686082232679015,0.019798018917597606,0.019424629075466864
215,0.16,-0.01745807265595747,0.010007907831938242,0.020592144227904535,0.019170537335975686
216,0.4,-0.01590596241509537,0.011104098629123076,0.02060164586153943,0.01920126253328774
217,0.16,-0.017994438069906034,0.012921728632810462,0.02112484577483462,0.020090694055414894
218,0.32,-0.01642795604443494,0.010828747346846378,0.02062373703093215,0.021048143394061313
219,0.36,-0.011986049956974592,0.00859265292066851,0.020058431072263315,0.0206820102748808
220,0.36,-0.01392642719090974,0.008349416926401726,0.01979259453426538,0.020881185640735843
221,0.26,-0.020737024110762586,0.006918742849021511,0.0199139361227377,0.020584091326768545
222,0.26,-0.01706985705538506,0.009785083364601299,0.020036677917761647,0.02215954398350647
223,0.24,-0.02160488979154198,0.011783997435309227,0.0211974688310342,0.02317439327162724
224,0.24,-0.018022553660537947,0.009354205219377175,0.021029002515752147,0.02212610551764999
225,0.34,-0.016770016604493003,0.007993967091077482,0.022418800336558787,0.021352852777457316
226,0.72,-0.014524450735935033,0.003122315895659272,0.022145827817318477,0.02035216656019752
227,0.68,-0.015576444402790308,0.00046574565001171464,0.02200892021377651,0.02005466651172872
228,0.3,-0.017868580654683983,0.006303898338778801,0.02127841579763299,0.020336995237454348
229,0.48,-0.012814970894030662,0.008281975113669593,0.020987640020289227,0.020255638741154006
230,0.28,-0.01411162738362524,0.006553101725208111,0.020836672788337212,0.0198608874918052
231,0.5,-0.012514068113213001,0.005458757052199973,0.021212532192664533,0.019848159847681054
232,0.62,-0.006056406100141994,0.002763227780415966,0.02097385776663793,0.019959045274730195
233,0.82,-0.00526146425744045,0.0007383683619801567,0.021547015554530174,0.019358264544262163
234,0.9,-0.006329571125123973,-0.004214034377770787,0.02165572334930884,0.020211207542876034
235,0.98,-0.001976700236284462,-0.005228204869805916,0.021903111186622696,0.019794316159195444
236,0.96,-0.006999312535220504,-0.007574413887007124,0.023241118111409588,0.020158948272841638
237,1.0,-0.010517416673042842,-0.010716745651847616,0.022645866339411444,0.020567507998262655
238,0.84,-0.014261678846865827,-0.007931259025935927,0.023033376687706105,0.0202219083989834
239,0.84,-0.009525168621011725,-0.015041915942924089,0.023390887085846378,0.021040813192514742
240,0.96,-0.012524591592286149,-0.014236637534651543,0.02383971031898299,0.020364275432510705
241,0.9,-0.008541905756470864,-0.010126037445871518,0.023818831063192457,0.020400319189747537
242,0.9,-0.008198269177400085,-0.005109115818195939,0.023849844613794687,0.019016642017597854
243,0.94,-0.005994262906422022,-0.007496376953364284,0.023822773881100132,0.018905898294341916
244,0.94,-0.006961312680737811,-0.005859340795767731,0.02413326778069444,0.018054871249492028
245,0.74,-0.004457894842457517,0.003150480705473399,0.023708234287524665,0.018122182959184902
246,0.98,-0.0031442592546432925,-0.0009253446793482702,0.02330329690700814,0.018550932782621484
247,1.0,-0.0012275262090016836,-0.0011531641123531736,0.02344394273234457,0.01923668895244367
248,0.76,-0.005109963014281731,0.0030741159201317534,0.024009978373623703,0.020201499755031854
249,0.9,-0.006548480859032599,-0.001879233720144655,0.02444915074843869,0.019535928331634745
250,0.9,-0.008287119773031704,-0.00451024763067441,0.0250531623094719,0.020988246006180537
251,0.96,-0.008482552758416091,-0.010061262875274354,0.024648153340293848,0.0209230670413574
252,0.82,-0.010188254468661784,-0.006137890981908368,0.024689104701629883,0.021007170117058948
253,0.84,-0.010653182069893002,-0.005214694061317896,0.02541266964309428,0.020872757197887476
254,0.84,-0.012875724981974417,-0.008993655178195219,0.024456058427369733,0.019925252289415055
255,0.82,-0.013270643136172813,-0.009208379700497787,0.024463415556965264,0.018955910612248446
256,0.46,-0.02342655697586562,-0.006460233029699074,0.025260936515407943,0.018825263027050537
257,0.54,-0.020466321236365763,-0.002540292795169135,0.025752229592016517,0.018148606194696135
258,0.56,-0.019988114552426092,-0.006322524961638803,0.024698858381400936,0.017847087214836507
259,0.76,-0.01472376345740641,-0.007698814616841429,0.024118575528279337,0.017570863946474904
260,0.58,-0.021221114143403493,-0.008917813576109074,0.02470803345821342,0.0174481337649187
261,0.54,-0.02275561770168458,-0.007950093926623998,0.024535165556535794,0.017395097066837388
262,0.66,-0.02472582831992631,-0.012172778504989068,0.024599607798008318,0.01713654284414615
263,0.66,-0.024320273862377267,-0.012819381093845643,0.02472932035072389,0.017470763220751397
264,0.66,-0.02461178660492983,-0.015158396389176362,0.024860379532057553,0.017851820508966217
265,0.66,-0.027217284884206903,-0.014877265183602356,0.024751209636139023,0.017490298950385282
266,0.38,-0.02966999254272596,-0.008119898589681896,0.024428873098747285,0.01771068225340227
267,0.4,-0.028616774828339422,-0.012073317661041236,0.02431828778093118,0.016917196178642752
268,0.62,-0.025677794070046722,-0.009472373834284665,0.024804611128483305,0.017609063168052164
269,0.48,-0.02424551154493662,-0.009262096502314883,0.024908246856835903,0.017185709650903103
270,0.6,-0.030155936447919085,-0.016407260435758166,0.02474226744386878,0.018190742960178734
271,0.74,-0.026138025264297322,-0.016328745661111668,0.025097577696609395,0.017990002505596042
272,0.74,-0.02804171246416432,-0.018463336266643166,0.025383512631828645,0.017203089689375655
273,0.98,-0.02517761655244192,-0.02491783873634333,0.025752494929324743,0.019094153907151128
274,0.9,-0.026359102192368027,-0.02806595980509452,0.025621269351627944,0.01998482263620706
275,0.84,-0.02161616084768517,-0.02621776837843906,0.02537453171916354,0.020986228331181765
276,0.6,-0.02340246999096123,-0.0319874418651885,0.025746170437044892,0.021127993585771023
277,0.9,-0.027062118298423282,-0.030150488798402382,0.02556080780693645,0.021142618107418173
278,0.96,-0.028378721648906573,-0.02980932169596287,0.025382598650587094,0.020765177807183965
279,0.96,-0.02948741947924169,-0.03149656234505404,0.02542004297730401,0.020258251131694126
280,0.8,-0.036235865367671365,-0.029428303143245002,0.025448261220805037,0.019535871165069968
281,0.86,-0.03206082437709423,-0.02571562084436882,0.02549659968623291,0.019547135375166693
282,0.74,-0.030889703478196116,-0.022123539359636013,0.026066653347136634,0.019080699041110642
283,0.76,-0.030794031747000565,-0.021446181906062144,0.025756037240250072,0.019529150967088266
284,0.52,-0.033411838471860716,-0.017882458431754907,0.02594548049362835,0.019546143859889807
285,0.52,-0.03224519727477829,-0.017889647232333262,0.025264934215556926,0.0195416974663709
286,0.86,-0.027375329034153507,-0.020395856500931994,0.02599307766806844,0.018585195524482942
287,0.66,-0.024704074184329662,-0.015034663294017113,0.026402226065990794,0.01871613378934598
288,0.6,-0.02842081066073711,-0.012692668584665376,0.025700084317179264,0.018435807234164936
289,0.34,-0.02939425619478964,-0.009883681498981077,0.024921215338319865,0.019169701002072836
290,0.46,-0.028004895167894908,-0.009433104835680026,0.025050876093422554,0.018227627566136165
291,0.38,-0.029980937683332803,-0.005691772600789133,0.025805761386038708,0.019134900344459378
292,0.24,-0.03449290287986552,-0.006543324289900242,0.026170239069600185,0.017618009656323468
293,0.22,-0.031285723698961765,-0.006481372643218412,0.025087844806290924,0.017792174154385644
294,0.44,-0.030154897148513205,-0.01094930617588687,0.024773360817837518,0.017946076522045065
295,0.52,-0.02770529663031889,-0.012689473356570342,0.024900538915626002,0.017321504449673727
296,0.4,-0.027702496059721977,-0.00888028675810983,0.02542240125559204,0.018192762629028227
297,0.42,-0.030338616077525013,-0.010938549167529907,0.025712492197077413,0.01941855132917812
298,0.38,-0.032661210432427285,-0.009958159224370492,0.025496418824204684,0.019559217535719247
299,0.42,-0.03031945509760184,-0.009396907106194636,0.02517135401112025,0.020490068118932177
300,0.52,-0.026675332038573932,-0.012328086197357167,0.02488465326846973,0.018504957136082675
301,0.38,-0.028810432514298937,-0.012377953745037494,0.024451248541237952,0.018301278900975698
302,0.38,-0.028568244126759287,-0.009749540060173836,0.023636606414105792,0.018144862377803456
303,0.52,-0.03039842224149894,-0.014574256293161466,0.024163822084079637,0.01768862342608887
304,0.58,-0.024538016144330592,-0.0127191452590201,0.02398305752054385,0.01810271408778303
305,0.46,-0.029452251280057178,-0.01113068933858157,0.023635455346865637,0.017064296868658575
306,0.62,-0.02488656393942311,-0.011419789176083418,0.02286287561059912,0.01699022006227802
307,0.44,-0.03205056128851894,-0.010393253756473049,0.023143930395697756,0.016679361350769133
308,0.28,-0.03199384416011506,-0.007299050160357876,0.0228816193854551,0.01731100971514026
309,0.28,-0.03364981609531438,-0.0018876003291108318,0.023367362495247557,0.017910051539283538
310,0.22,-0.03268686966082946,-0.0017629733610035885,0.023273783645305562,0.017865873413923164
311,0.26,-0.03344533273448363,-0.0028655550104386097,0.022977314645055022,0.01786946085313786
312,0.32,-0.031058167014775356,-0.0035203322860761273,0.02219173274193285,0.017729879966953657
313,0.34,-0.029330204994117367,-0.0027356438360107496,0.022082132807562337,0.018433523634023046
314,0.58,-0.02688946984865838,-0.010120099850938768,0.022308487909987313,0.017085465274553086
315,0.46,-0.027869928992418094,-0.007841047783751911,0.02216657515673249,0.01683421819432165
316,0.3,-0.028949047021002688,-0.006766534348174803,0.022482789612150455,0.01685329164519581
317,0.38,-0.024617253895795558,-0.007369027871609691,0.022753580558362147,0.015804648097779286
318,0.66,-0.016708448658010418,-0.008536705128223087,0.024171909277762554,0.01634688783389485
319,1.0,-0.011546515244811236,-0.011698122785049093,0.024895297110298763,0.016268405047644808
320,0.74,-0.017500763621539163,-0.01040596956604948,0.024934254822349265,0.016504872537423797
